Time,Date,Time,TempA,TempB,CH1,Ch2,Ch3,CH4,CH5,Ch6,Ch7,Ch8
5742,30-06-2024,23:41:46,19.839,19.681,8.724,9.719,9.115,9.188,8.464,7.951,8.561,8.102
5743,30-06-2024,23:41:50,19.841,19.676,8.735,9.713,9.117,9.182,8.462,7.959,8.558,8.117
5744,30-06-2024,23:41:54,19.843,19.679,8.731,9.722,9.122,9.19,8.456,7.964,8.565,8.112
5745,30-06-2024,23:41:58,19.84,19.677,8.732,9.723,9.114,9.191,8.478,7.965,8.566,8.107
5746,30-06-2024,23:42:02,19.841,19.672,8.731,9.712,9.116,9.184,8.466,7.971,8.565,8.119
5747,30-06-2024,23:42:06,19.841,19.68,8.729,9.725,9.112,9.184,8.46,7.964,8.565,8.112
5748,30-06-2024,23:42:10,19.842,19.681,8.736,9.722,9.111,9.186,8.456,7.962,8.566,8.118
5749,30-06-2024,23:42:14,19.843,19.682,8.722,9.718,9.118,9.185,8.47,7.958,8.565,8.11
5750,30-06-2024,23:42:18,19.846,19.679,8.733,9.72,9.117,9.185,8.465,7.953,8.567,8.104
5751,30-06-2024,23:42:22,19.848,19.677,8.732,9.714,9.118,9.182,8.469,7.966,8.569,8.109
5752,30-06-2024,23:42:26,19.844,19.679,8.741,9.72,9.117,9.182,8.462,7.967,8.567,8.106
5753,30-06-2024,23:42:30,19.847,19.681,8.728,9.717,9.116,9.18,8.459,7.967,8.564,8.108
5754,30-06-2024,23:42:34,19.848,19.684,8.735,9.718,9.117,9.185,8.453,7.963,8.565,8.104
5755,30-06-2024,23:42:38,19.851,19.679,8.718,9.717,9.105,9.187,8.469,7.962,8.565,8.107
5756,30-06-2024,23:42:42,19.849,19.683,8.728,9.717,9.124,9.185,8.471,7.966,8.56,8.103
5757,30-06-2024,23:42:46,19.852,19.683,8.729,9.721,9.112,9.183,8.465,7.966,8.562,8.102
5758,30-06-2024,23:42:50,19.854,19.689,8.744,9.716,9.114,9.182,8.461,7.964,8.566,8.105
5759,30-06-2024,23:42:54,19.851,19.688,8.712,9.714,9.112,9.189,8.477,7.96,8.568,8.102
5760,30-06-2024,23:42:58,19.854,19.688,8.721,9.705,9.114,9.182,8.473,7.968,8.569,8.102
5761,30-06-2024,23:43:02,19.855,19.691,8.73,9.712,9.115,9.186,8.462,7.952,8.563,8.108
5762,30-06-2024,23:43:06,19.854,19.694,8.727,9.718,9.111,9.183,8.458,7.953,8.56,8.108
5763,30-06-2024,23:43:10,19.853,19.691,8.728,9.716,9.115,9.184,8.47,7.952,8.569,8.101
5764,30-06-2024,23:43:14,19.856,19.693,8.728,9.704,9.11,9.18,8.467,7.95,8.562,8.105
5765,30-06-2024,23:43:18,19.857,19.695,8.727,9.707,9.112,9.184,8.464,7.952,8.561,8.107
5766,30-06-2024,23:43:22,19.857,19.689,8.725,9.709,9.11,9.178,8.472,7.945,8.558,8.101
5767,30-06-2024,23:43:26,19.856,19.694,8.72,9.716,9.115,9.185,8.463,7.943,8.564,8.101
5768,30-06-2024,23:43:30,19.859,19.696,8.722,9.713,9.111,9.173,8.468,7.935,8.566,8.108
5769,30-06-2024,23:43:34,19.859,19.696,8.711,9.715,9.112,9.18,8.46,7.942,8.56,8.099
5770,30-06-2024,23:43:38,19.858,19.695,8.735,9.721,9.111,9.175,8.466,7.93,8.56,8.109
5771,30-06-2024,23:43:42,19.86,19.694,8.731,9.708,9.117,9.18,8.456,7.934,8.568,8.101
5772,30-06-2024,23:43:46,19.861,19.693,8.717,9.712,9.115,9.179,8.468,7.942,8.561,8.108
5773,30-06-2024,23:43:50,19.862,19.693,8.719,9.728,9.112,9.177,8.459,7.929,8.564,8.104
5774,30-06-2024,23:43:54,19.859,19.696,8.732,9.723,9.104,9.177,8.464,7.932,8.562,8.102
5775,30-06-2024,23:43:58,19.865,19.69,8.722,9.711,9.112,9.171,8.468,7.931,8.566,8.107
5776,30-06-2024,23:44:02,19.864,19.699,8.717,9.732,9.116,9.182,8.467,7.93,8.563,8.095
5777,30-06-2024,23:44:06,19.865,19.7,8.719,9.723,9.114,9.176,8.462,7.932,8.564,8.097
5778,30-06-2024,23:44:10,19.865,19.704,8.731,9.723,9.114,9.176,8.46,7.935,8.568,8.095
5779,30-06-2024,23:44:14,19.865,19.7,8.715,9.725,9.11,9.173,8.473,7.937,8.564,8.102
5780,30-06-2024,23:44:18,19.869,19.702,8.731,9.714,9.109,9.177,8.469,7.934,8.566,8.093
5781,30-06-2024,23:44:22,19.867,19.706,8.722,9.715,9.109,9.177,8.464,7.929,8.571,8.096
5782,30-06-2024,23:44:26,19.867,19.706,8.739,9.718,9.11,9.175,8.455,7.939,8.57,8.096
5783,30-06-2024,23:44:30,19.868,19.707,8.736,9.719,9.108,9.175,8.46,7.936,8.558,8.094
5784,30-06-2024,23:44:34,19.87,19.705,8.72,9.713,9.114,9.175,8.463,7.936,8.564,8.097
5785,30-06-2024,23:44:38,19.872,19.708,8.731,9.717,9.112,9.175,8.455,7.941,8.571,8.098
5786,30-06-2024,23:44:42,19.869,19.705,8.718,9.722,9.109,9.171,8.459,7.942,8.562,8.088
5787,30-06-2024,23:44:46,19.873,19.71,8.722,9.716,9.115,9.168,8.459,7.937,8.558,8.091
5788,30-06-2024,23:44:50,19.871,19.708,8.713,9.714,9.119,9.179,8.463,7.945,8.566,8.09
5789,30-06-2024,23:44:54,19.87,19.708,8.72,9.705,9.116,9.171,8.462,7.944,8.564,8.09
5790,30-06-2024,23:44:58,19.874,19.71,8.72,9.717,9.108,9.173,8.468,7.943,8.561,8.084
5791,30-06-2024,23:45:02,19.872,19.708,8.722,9.712,9.11,9.168,8.462,7.948,8.567,8.084
5792,30-06-2024,23:45:06,19.876,19.703,8.719,9.707,9.113,9.171,8.459,7.95,8.569,8.088
5793,30-06-2024,23:45:10,19.874,19.705,8.716,9.703,9.11,9.17,8.466,7.946,8.57,8.082
5794,30-06-2024,23:45:14,19.876,19.704,8.72,9.721,9.106,9.162,8.464,7.945,8.569,8.087
5795,30-06-2024,23:45:18,19.879,19.703,8.722,9.711,9.113,9.162,8.456,7.943,8.565,8.084
5796,30-06-2024,23:45:22,19.876,19.702,8.723,9.718,9.107,9.164,8.46,7.943,8.568,8.084
5797,30-06-2024,23:45:26,19.879,19.704,8.71,9.711,9.114,9.16,8.461,7.942,8.568,8.081
5798,30-06-2024,23:45:30,19.88,19.702,8.708,9.711,9.112,9.161,8.463,7.937,8.57,8.086
5799,30-06-2024,23:45:34,19.881,19.703,8.713,9.705,9.109,9.166,8.474,7.941,8.573,8.082
5800,30-06-2024,23:45:38,19.88,19.706,8.719,9.714,9.111,9.169,8.454,7.939,8.566,8.074
5801,30-06-2024,23:45:42,19.881,19.705,8.72,9.711,9.105,9.167,8.459,7.942,8.573,8.084
5802,30-06-2024,23:45:46,19.884,19.706,8.714,9.711,9.112,9.159,8.443,7.939,8.569,8.086
5803,30-06-2024,23:45:50,19.885,19.703,8.715,9.714,9.109,9.17,8.462,7.934,8.567,8.081
5804,30-06-2024,23:45:54,19.88,19.708,8.725,9.714,9.108,9.167,8.452,7.937,8.575,8.078
5805,30-06-2024,23:45:58,19.882,19.705,8.722,9.708,9.104,9.167,8.467,7.941,8.572,8.083
5806,30-06-2024,23:46:02,19.883,19.704,8.727,9.713,9.108,9.163,8.462,7.935,8.566,8.098
5807,30-06-2024,23:46:06,19.885,19.706,8.718,9.715,9.106,9.162,8.462,7.939,8.567,8.084
5808,30-06-2024,23:46:10,19.885,19.706,8.718,9.715,9.11,9.162,8.455,7.943,8.572,8.082
5809,30-06-2024,23:46:14,19.886,19.712,8.714,9.713,9.111,9.161,8.457,7.938,8.568,8.087
5810,30-06-2024,23:46:18,19.891,19.713,8.724,9.712,9.112,9.163,8.462,7.927,8.566,8.09
5811,30-06-2024,23:46:22,19.886,19.71,8.722,9.71,9.108,9.158,8.459,7.934,8.566,8.079
5812,30-06-2024,23:46:26,19.886,19.712,8.726,9.719,9.109,9.168,8.456,7.941,8.561,8.086
5813,30-06-2024,23:46:30,19.89,19.713,8.722,9.716,9.111,9.161,8.457,7.937,8.566,8.089
5814,30-06-2024,23:46:34,19.886,19.717,8.716,9.715,9.105,9.16,8.463,7.925,8.564,8.087
5815,30-06-2024,23:46:38,19.893,19.715,8.714,9.707,9.111,9.163,8.462,7.932,8.562,8.088
5816,30-06-2024,23:46:42,19.891,19.717,8.732,9.711,9.103,9.165,8.463,7.938,8.563,8.089
5817,30-06-2024,23:46:46,19.892,19.715,8.72,9.713,9.108,9.161,8.462,7.942,8.567,8.09
5818,30-06-2024,23:46:50,19.893,19.714,8.709,9.724,9.107,9.16,8.463,7.947,8.568,8.091
5819,30-06-2024,23:46:54,19.895,19.715,8.719,9.718,9.105,9.165,8.448,7.941,8.565,8.094
5820,30-06-2024,23:46:58,19.894,19.717,8.719,9.714,9.104,9.168,8.459,7.955,8.564,8.087
5821,30-06-2024,23:47:02,19.891,19.713,8.722,9.712,9.107,9.166,8.466,7.941,8.57,8.092
5822,30-06-2024,23:47:06,19.894,19.715,8.714,9.715,9.112,9.167,8.455,7.946,8.566,8.082
5823,30-06-2024,23:47:10,19.895,19.717,8.71,9.72,9.109,9.167,8.46,7.946,8.562,8.092
5824,30-06-2024,23:47:14,19.899,19.716,8.718,9.715,9.107,9.17,8.459,7.947,8.573,8.089
5825,30-06-2024,23:47:18,19.898,19.719,8.719,9.708,9.101,9.165,8.458,7.947,8.563,8.081
5826,30-06-2024,23:47:22,19.9,19.718,8.721,9.712,9.106,9.168,8.458,7.947,8.564,8.09
5827,30-06-2024,23:47:26,19.904,19.718,8.71,9.707,9.106,9.165,8.451,7.951,8.567,8.084
5828,30-06-2024,23:47:30,19.902,19.719,8.712,9.715,9.102,9.163,8.455,7.952,8.569,8.083
5829,30-06-2024,23:47:34,19.898,19.722,8.723,9.713,9.102,9.174,8.452,7.948,8.568,8.086
5830,30-06-2024,23:47:38,19.9,19.724,8.719,9.71,9.106,9.17,8.453,7.951,8.568,8.091
5831,30-06-2024,23:47:42,19.901,19.721,8.727,9.708,9.106,9.171,8.465,7.951,8.564,8.089
5832,30-06-2024,23:47:46,19.904,19.724,8.713,9.699,9.103,9.162,8.451,7.957,8.562,8.084
5833,30-06-2024,23:47:50,19.902,19.724,8.718,9.709,9.107,9.169,8.459,7.958,8.568,8.086
5834,30-06-2024,23:47:54,19.904,19.728,8.713,9.711,9.11,9.171,8.459,7.95,8.57,8.081
5835,30-06-2024,23:47:58,19.904,19.731,8.717,9.711,9.099,9.169,8.465,7.949,8.56,8.089
5836,30-06-2024,23:48:02,19.905,19.73,8.717,9.707,9.1,9.172,8.456,7.954,8.563,8.085
5837,30-06-2024,23:48:06,19.906,19.731,8.714,9.707,9.109,9.17,8.465,7.956,8.561,8.091
5838,30-06-2024,23:48:10,19.907,19.729,8.719,9.714,9.101,9.172,8.468,7.95,8.565,8.082
5839,30-06-2024,23:48:14,19.908,19.729,8.719,9.713,9.096,9.166,8.458,7.956,8.565,8.082
5840,30-06-2024,23:48:18,19.909,19.728,8.714,9.714,9.1,9.174,8.466,7.955,8.569,8.083
5841,30-06-2024,23:48:22,19.908,19.724,8.708,9.711,9.101,9.164,8.457,7.961,8.567,8.085
5842,30-06-2024,23:48:26,19.909,19.729,8.718,9.707,9.1,9.162,8.459,7.96,8.566,8.076
5843,30-06-2024,23:48:30,19.909,19.734,8.719,9.707,9.105,9.165,8.454,7.958,8.563,8.087
5844,30-06-2024,23:48:34,19.91,19.733,8.723,9.717,9.099,9.164,8.456,7.946,8.565,8.085
5845,30-06-2024,23:48:38,19.913,19.736,8.713,9.71,9.102,9.168,8.464,7.954,8.56,8.088
5846,30-06-2024,23:48:42,19.911,19.73,8.719,9.718,9.098,9.169,8.458,7.951,8.564,8.079
5847,30-06-2024,23:48:46,19.913,19.732,8.711,9.703,9.101,9.167,8.463,7.952,8.57,8.085
5848,30-06-2024,23:48:50,19.913,19.731,8.73,9.71,9.101,9.165,8.449,7.952,8.565,8.078
5849,30-06-2024,23:48:54,19.913,19.731,8.72,9.713,9.103,9.164,8.457,7.953,8.563,8.08
5850,30-06-2024,23:48:58,19.913,19.733,8.722,9.717,9.1,9.159,8.451,7.951,8.566,8.077
5851,30-06-2024,23:49:02,19.914,19.73,8.721,9.712,9.107,9.169,8.457,7.958,8.562,8.078
5852,30-06-2024,23:49:06,19.914,19.731,8.711,9.707,9.096,9.169,8.451,7.945,8.561,8.092
5853,30-06-2024,23:49:10,19.918,19.73,8.706,9.71,9.105,9.164,8.465,7.952,8.565,8.092
5854,30-06-2024,23:49:14,19.917,19.731,8.706,9.716,9.107,9.169,8.469,7.948,8.562,8.083
5855,30-06-2024,23:49:18,19.918,19.732,8.718,9.709,9.103,9.164,8.465,7.947,8.567,8.087
5856,30-06-2024,23:49:22,19.918,19.729,8.724,9.705,9.109,9.168,8.463,7.951,8.561,8.088
5857,30-06-2024,23:49:26,19.918,19.733,8.71,9.704,9.101,9.167,8.451,7.952,8.559,8.078
5858,30-06-2024,23:49:30,19.921,19.735,8.713,9.706,9.106,9.163,8.444,7.95,8.57,8.082
5859,30-06-2024,23:49:34,19.918,19.731,8.712,9.699,9.103,9.162,8.457,7.952,8.573,8.09
5860,30-06-2024,23:49:38,19.919,19.735,8.714,9.712,9.101,9.174,8.457,7.942,8.567,8.084
5861,30-06-2024,23:49:42,19.924,19.738,8.708,9.706,9.108,9.169,8.455,7.943,8.562,8.08
5862,30-06-2024,23:49:46,19.921,19.73,8.718,9.713,9.102,9.163,8.462,7.935,8.57,8.089
5863,30-06-2024,23:49:50,19.925,19.735,8.707,9.709,9.103,9.17,8.466,7.94,8.557,8.088
5864,30-06-2024,23:49:54,19.926,19.735,8.716,9.711,9.1,9.162,8.46,7.952,8.564,8.087
5865,30-06-2024,23:49:58,19.921,19.741,8.721,9.709,9.101,9.167,8.456,7.95,8.567,8.087
5866,30-06-2024,23:50:02,19.927,19.738,8.712,9.694,9.099,9.165,8.457,7.951,8.562,8.086
5867,30-06-2024,23:50:06,19.922,19.742,8.72,9.71,9.099,9.166,8.465,7.951,8.564,8.086
5868,30-06-2024,23:50:10,19.931,19.738,8.707,9.706,9.097,9.161,8.463,7.949,8.558,8.082
5869,30-06-2024,23:50:14,19.928,19.74,8.71,9.708,9.099,9.157,8.456,7.951,8.559,8.088
5870,30-06-2024,23:50:18,19.929,19.741,8.716,9.701,9.102,9.166,8.46,7.95,8.564,8.089
5871,30-06-2024,23:50:22,19.929,19.738,8.716,9.704,9.104,9.16,8.455,7.951,8.563,8.085
5872,30-06-2024,23:50:26,19.93,19.739,8.709,9.708,9.102,9.156,8.454,7.957,8.562,8.077
5873,30-06-2024,23:50:30,19.928,19.738,8.704,9.712,9.098,9.157,8.456,7.958,8.558,8.087
5874,30-06-2024,23:50:34,19.93,19.74,8.713,9.708,9.099,9.162,8.461,7.959,8.567,8.084
5875,30-06-2024,23:50:38,19.931,19.739,8.717,9.702,9.096,9.162,8.456,7.957,8.559,8.095
5876,30-06-2024,23:50:42,19.933,19.741,8.713,9.703,9.099,9.169,8.462,7.96,8.56,8.086
5877,30-06-2024,23:50:46,19.933,19.744,8.712,9.708,9.098,9.163,8.455,7.951,8.562,8.081
5878,30-06-2024,23:50:50,19.935,19.746,8.719,9.704,9.103,9.159,8.462,7.957,8.561,8.087
5879,30-06-2024,23:50:54,19.935,19.743,8.711,9.711,9.099,9.156,8.45,7.949,8.556,8.081
5880,30-06-2024,23:50:58,19.935,19.748,8.71,9.699,9.098,9.165,8.454,7.948,8.557,8.086
5881,30-06-2024,23:51:02,19.934,19.749,8.711,9.704,9.101,9.16,8.454,7.948,8.563,8.082
5882,30-06-2024,23:51:06,19.933,19.751,8.709,9.703,9.109,9.156,8.448,7.944,8.556,8.09
5883,30-06-2024,23:51:10,19.938,19.753,8.709,9.707,9.098,9.16,8.464,7.936,8.556,8.085
5884,30-06-2024,23:51:14,19.938,19.751,8.713,9.702,9.096,9.165,8.448,7.942,8.553,8.087
5885,30-06-2024,23:51:18,19.941,19.749,8.716,9.695,9.099,9.152,8.466,7.935,8.557,8.087
5886,30-06-2024,23:51:22,19.938,19.75,8.713,9.699,9.099,9.165,8.451,7.94,8.556,8.088
5887,30-06-2024,23:51:26,19.937,19.746,8.715,9.705,9.106,9.158,8.458,7.937,8.561,8.089
5888,30-06-2024,23:51:30,19.939,19.749,8.705,9.702,9.099,9.168,8.446,7.947,8.559,8.085
5889,30-06-2024,23:51:34,19.941,19.751,8.705,9.708,9.103,9.16,8.457,7.945,8.56,8.082
5890,30-06-2024,23:51:38,19.944,19.751,8.711,9.697,9.096,9.163,8.476,7.954,8.558,8.09
5891,30-06-2024,23:51:42,19.944,19.751,8.711,9.709,9.1,9.161,8.459,7.955,8.554,8.084
5892,30-06-2024,23:51:46,19.942,19.75,8.718,9.697,9.096,9.168,8.452,7.953,8.559,8.087
5893,30-06-2024,23:51:50,19.945,19.752,8.711,9.709,9.098,9.167,8.446,7.959,8.56,8.084
5894,30-06-2024,23:51:54,19.946,19.754,8.705,9.7,9.1,9.162,8.45,7.956,8.555,8.088
5895,30-06-2024,23:51:58,19.945,19.752,8.709,9.713,9.093,9.163,8.46,7.953,8.554,8.081
5896,30-06-2024,23:52:02,19.945,19.755,8.712,9.705,9.102,9.16,8.464,7.95,8.554,8.091
5897,30-06-2024,23:52:06,19.948,19.751,8.717,9.706,9.093,9.164,8.465,7.953,8.554,8.089
5898,30-06-2024,23:52:10,19.946,19.753,8.71,9.712,9.098,9.168,8.46,7.951,8.559,8.082
5899,30-06-2024,23:52:14,19.95,19.754,8.711,9.707,9.093,9.168,8.461,7.952,8.556,8.093
5900,30-06-2024,23:52:18,19.946,19.753,8.713,9.708,9.091,9.161,8.462,7.955,8.56,8.086
5901,30-06-2024,23:52:22,19.948,19.754,8.706,9.711,9.096,9.164,8.453,7.946,8.556,8.089
5902,30-06-2024,23:52:26,19.949,19.755,8.717,9.706,9.1,9.158,8.462,7.946,8.554,8.08
5903,30-06-2024,23:52:30,19.95,19.757,8.717,9.701,9.101,9.17,8.451,7.953,8.554,8.082
5904,30-06-2024,23:52:34,19.953,19.764,8.711,9.699,9.1,9.164,8.452,7.951,8.553,8.085
5905,30-06-2024,23:52:38,19.951,19.76,8.703,9.697,9.095,9.166,8.452,7.948,8.556,8.085
5906,30-06-2024,23:52:42,19.955,19.761,8.698,9.703,9.095,9.16,8.447,7.954,8.555,8.091
5907,30-06-2024,23:52:46,19.955,19.761,8.711,9.699,9.096,9.166,8.44,7.958,8.559,8.096
5908,30-06-2024,23:52:50,19.957,19.759,8.701,9.698,9.098,9.159,8.461,7.957,8.552,8.09
5909,30-06-2024,23:52:54,19.954,19.763,8.708,9.702,9.097,9.163,8.447,7.953,8.558,8.093
5910,30-06-2024,23:52:58,19.957,19.764,8.714,9.692,9.104,9.164,8.453,7.956,8.556,8.099
5911,30-06-2024,23:53:02,19.955,19.763,8.707,9.7,9.092,9.159,8.456,7.956,8.553,8.094
5912,30-06-2024,23:53:06,19.956,19.772,8.71,9.697,9.096,9.166,8.443,7.955,8.551,8.092
5913,30-06-2024,23:53:10,19.959,19.772,8.713,9.7,9.095,9.163,8.453,7.958,8.555,8.088
5914,30-06-2024,23:53:14,19.959,19.768,8.704,9.711,9.099,9.163,8.455,7.959,8.559,8.094
5915,30-06-2024,23:53:18,19.961,19.768,8.712,9.705,9.093,9.166,8.447,7.96,8.562,8.083
5916,30-06-2024,23:53:22,19.964,19.77,8.704,9.701,9.098,9.159,8.448,7.955,8.556,8.094
5917,30-06-2024,23:53:26,19.958,19.762,8.698,9.7,9.096,9.162,8.463,7.959,8.559,8.092
5918,30-06-2024,23:53:30,19.96,19.767,8.709,9.701,9.1,9.159,8.469,7.956,8.557,8.083
5919,30-06-2024,23:53:34,19.96,19.767,8.707,9.699,9.095,9.16,8.459,7.953,8.546,8.089
5920,30-06-2024,23:53:38,19.963,19.769,8.714,9.707,9.088,9.161,8.446,7.947,8.556,8.092
5921,30-06-2024,23:53:42,19.964,19.77,8.708,9.7,9.099,9.166,8.445,7.954,8.57,8.091
5922,30-06-2024,23:53:46,19.964,19.771,8.711,9.703,9.093,9.162,8.461,7.95,8.562,8.087
5923,30-06-2024,23:53:50,19.966,19.772,8.704,9.706,9.096,9.158,8.456,7.945,8.557,8.088
5924,30-06-2024,23:53:54,19.963,19.773,8.709,9.695,9.094,9.159,8.46,7.952,8.552,8.088
5925,30-06-2024,23:53:58,19.963,19.773,8.712,9.698,9.095,9.166,8.447,7.943,8.556,8.096
5926,30-06-2024,23:54:02,19.968,19.775,8.71,9.697,9.09,9.158,8.45,7.94,8.558,8.084
5927,30-06-2024,23:54:06,19.969,19.77,8.708,9.703,9.091,9.159,8.458,7.942,8.557,8.093
5928,30-06-2024,23:54:10,19.969,19.774,8.707,9.7,9.096,9.159,8.451,7.945,8.557,8.085
5929,30-06-2024,23:54:14,19.969,19.771,8.705,9.704,9.097,9.156,8.449,7.949,8.557,8.091
5930,30-06-2024,23:54:18,19.972,19.772,8.711,9.705,9.092,9.154,8.462,7.945,8.558,8.094
5931,30-06-2024,23:54:22,19.972,19.773,8.708,9.701,9.09,9.156,8.453,7.946,8.56,8.086
5932,30-06-2024,23:54:26,19.973,19.778,8.702,9.698,9.089,9.161,8.459,7.935,8.558,8.09
5933,30-06-2024,23:54:30,19.971,19.775,8.695,9.702,9.096,9.161,8.453,7.942,8.552,8.086
5934,30-06-2024,23:54:34,19.973,19.778,8.708,9.71,9.092,9.158,8.443,7.935,8.555,8.088
5935,30-06-2024,23:54:38,19.978,19.775,8.699,9.701,9.093,9.159,8.451,7.943,8.556,8.09
5936,30-06-2024,23:54:42,19.973,19.777,8.696,9.7,9.099,9.151,8.456,7.939,8.548,8.095
5937,30-06-2024,23:54:46,19.975,19.783,8.713,9.691,9.092,9.162,8.45,7.938,8.554,8.089
5938,30-06-2024,23:54:50,19.978,19.786,8.7,9.698,9.093,9.157,8.452,7.935,8.549,8.083
5939,30-06-2024,23:54:54,19.978,19.79,8.701,9.71,9.092,9.159,8.461,7.937,8.542,8.089
5940,30-06-2024,23:54:58,19.978,19.792,8.71,9.701,9.092,9.16,8.455,7.945,8.551,8.088
5941,30-06-2024,23:55:02,19.978,19.79,8.698,9.702,9.095,9.157,8.453,7.942,8.559,8.083
5942,30-06-2024,23:55:06,19.98,19.784,8.702,9.702,9.093,9.153,8.442,7.936,8.555,8.095
5943,30-06-2024,23:55:10,19.979,19.783,8.704,9.702,9.097,9.161,8.443,7.935,8.553,8.086
5944,30-06-2024,23:55:14,19.981,19.783,8.703,9.695,9.094,9.163,8.449,7.933,8.553,8.086
5945,30-06-2024,23:55:18,19.982,19.786,8.695,9.692,9.093,9.155,8.462,7.933,8.547,8.088
5946,30-06-2024,23:55:22,19.979,19.786,8.702,9.687,9.097,9.16,8.455,7.919,8.557,8.086
5947,30-06-2024,23:55:26,19.982,19.789,8.699,9.701,9.091,9.158,8.444,7.928,8.549,8.086
5948,30-06-2024,23:55:30,19.984,19.785,8.687,9.7,9.097,9.162,8.465,7.93,8.552,8.085
5949,30-06-2024,23:55:34,19.982,19.79,8.709,9.699,9.096,9.159,8.448,7.93,8.552,8.088
5950,30-06-2024,23:55:38,19.984,19.788,8.7,9.697,9.084,9.154,8.446,7.935,8.555,8.088
5951,30-06-2024,23:55:42,19.986,19.788,8.698,9.707,9.093,9.155,8.461,7.931,8.549,8.091
5952,30-06-2024,23:55:46,19.987,19.791,8.69,9.703,9.094,9.152,8.444,7.937,8.552,8.097
5953,30-06-2024,23:55:50,19.987,19.79,8.698,9.703,9.086,9.16,8.455,7.938,8.56,8.081
5954,30-06-2024,23:55:54,19.986,19.791,8.692,9.695,9.09,9.153,8.453,7.949,8.554,8.09
5955,30-06-2024,23:55:58,19.987,19.793,8.707,9.71,9.088,9.149,8.442,7.945,8.554,8.092
5956,30-06-2024,23:56:02,19.99,19.79,8.694,9.697,9.092,9.154,8.455,7.946,8.547,8.089
5957,30-06-2024,23:56:06,19.989,19.788,8.701,9.705,9.089,9.153,8.447,7.947,8.551,8.084
5958,30-06-2024,23:56:10,19.992,19.788,8.701,9.703,9.087,9.147,8.452,7.942,8.556,8.093
5959,30-06-2024,23:56:14,19.993,19.792,8.698,9.704,9.092,9.155,8.452,7.945,8.552,8.092
5960,30-06-2024,23:56:18,19.992,19.788,8.703,9.699,9.092,9.153,8.458,7.942,8.556,8.082
5961,30-06-2024,23:56:22,19.995,19.791,8.705,9.696,9.087,9.159,8.452,7.952,8.547,8.09
5962,30-06-2024,23:56:26,19.991,19.787,8.69,9.698,9.088,9.159,8.457,7.947,8.551,8.084
5963,30-06-2024,23:56:30,19.994,19.787,8.707,9.696,9.09,9.157,8.462,7.956,8.55,8.088
5964,30-06-2024,23:56:34,19.991,19.789,8.709,9.696,9.088,9.156,8.45,7.952,8.548,8.087
5965,30-06-2024,23:56:38,19.993,19.789,8.702,9.69,9.093,9.154,8.457,7.949,8.544,8.082
5966,30-06-2024,23:56:42,19.996,19.787,8.702,9.698,9.089,9.153,8.447,7.954,8.552,8.084
5967,30-06-2024,23:56:46,19.997,19.788,8.696,9.684,9.084,9.154,8.453,7.954,8.553,8.088
5968,30-06-2024,23:56:50,19.997,19.789,8.698,9.699,9.088,9.154,8.447,7.955,8.551,8.081
5969,30-06-2024,23:56:54,19.996,19.79,8.704,9.694,9.088,9.149,8.467,7.949,8.545,8.086
5970,30-06-2024,23:56:58,19.998,19.796,8.701,9.689,9.081,9.16,8.446,7.946,8.538,8.083
5971,30-06-2024,23:57:02,19.995,19.8,8.702,9.696,9.087,9.157,8.442,7.949,8.543,8.078
5972,30-06-2024,23:57:06,20.001,19.801,8.697,9.695,9.09,9.154,8.45,7.943,8.54,8.076
5973,30-06-2024,23:57:10,20,19.802,8.692,9.694,9.091,9.153,8.44,7.934,8.539,8.079
5974,30-06-2024,23:57:14,20.001,19.806,8.7,9.692,9.095,9.156,8.452,7.939,8.543,8.083
5975,30-06-2024,23:57:18,19.999,19.809,8.706,9.699,9.09,9.149,8.449,7.945,8.544,8.089
5976,30-06-2024,23:57:22,20.002,19.809,8.7,9.689,9.091,9.16,8.442,7.944,8.54,8.079
5977,30-06-2024,23:57:26,20.003,19.807,8.706,9.694,9.082,9.155,8.441,7.948,8.542,8.086
5978,30-06-2024,23:57:30,20.004,19.808,8.701,9.693,9.086,9.155,8.458,7.948,8.544,8.083
5979,30-06-2024,23:57:34,20.006,19.808,8.694,9.694,9.088,9.156,8.449,7.944,8.546,8.08
5980,30-06-2024,23:57:38,20.006,19.81,8.695,9.692,9.087,9.153,8.458,7.942,8.541,8.086
5981,30-06-2024,23:57:42,20.003,19.807,8.695,9.692,9.088,9.15,8.449,7.934,8.542,8.086
5982,30-06-2024,23:57:46,20.004,19.807,8.7,9.692,9.087,9.162,8.452,7.932,8.543,8.088
5983,30-06-2024,23:57:50,20.005,19.806,8.703,9.695,9.09,9.151,8.448,7.937,8.541,8.088
5984,30-06-2024,23:57:54,20.007,19.805,8.707,9.689,9.088,9.159,8.457,7.932,8.543,8.089
5985,30-06-2024,23:57:58,20.007,19.804,8.708,9.701,9.086,9.16,8.451,7.927,8.537,8.088
5986,30-06-2024,23:58:02,20.004,19.803,8.703,9.694,9.092,9.155,8.433,7.935,8.537,8.09
5987,30-06-2024,23:58:06,20.01,19.807,8.709,9.688,9.089,9.158,8.441,7.932,8.54,8.091
5988,30-06-2024,23:58:10,20.013,19.804,8.706,9.683,9.083,9.154,8.451,7.938,8.541,8.088
5989,30-06-2024,23:58:14,20.01,19.806,8.698,9.694,9.085,9.153,8.45,7.938,8.539,8.089
5990,30-06-2024,23:58:18,20.008,19.806,8.699,9.693,9.081,9.158,8.455,7.94,8.539,8.093
