Time,Date,Time,TempA,TempB,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
13819,29-06-2024,2:54:20,23.331,22.04,7.614,9.404,8.74,8.699,7.951,7.766,6.961,7.246
13820,29-06-2024,2:54:24,23.331,22.04,7.618,9.393,8.73,8.698,7.958,7.765,6.969,7.256
13821,29-06-2024,2:54:28,23.335,22.04,7.616,9.403,8.739,8.7,7.956,7.767,6.971,7.266
13822,29-06-2024,2:54:32,23.334,22.041,7.613,9.397,8.73,8.698,7.953,7.77,6.97,7.271
13823,29-06-2024,2:54:36,23.333,22.042,7.617,9.411,8.729,8.702,7.963,7.766,6.97,7.274
13824,29-06-2024,2:54:40,23.331,22.04,7.612,9.405,8.731,8.706,7.957,7.765,6.966,7.287
13825,29-06-2024,2:54:44,23.332,22.039,7.632,9.402,8.737,8.704,7.959,7.77,6.97,7.291
13826,29-06-2024,2:54:48,23.332,22.037,7.616,9.403,8.739,8.699,7.964,7.768,6.977,7.3
13827,29-06-2024,2:54:52,23.332,22.035,7.624,9.398,8.734,8.7,7.962,7.77,6.972,7.306
13828,29-06-2024,2:54:56,23.334,22.028,7.626,9.394,8.736,8.698,7.985,7.773,6.97,7.315
13829,29-06-2024,2:55:00,23.332,22.023,7.614,9.397,8.739,8.701,7.971,7.769,6.966,7.314
13830,29-06-2024,2:55:04,23.335,22.016,7.62,9.405,8.737,8.702,7.966,7.767,6.961,7.313
13831,29-06-2024,2:55:08,23.333,22.016,7.625,9.404,8.732,8.702,7.98,7.775,6.955,7.316
13832,29-06-2024,2:55:12,23.335,22.021,7.624,9.4,8.732,8.696,7.976,7.769,6.958,7.312
13833,29-06-2024,2:55:16,23.335,22.025,7.628,9.4,8.744,8.696,7.979,7.767,6.959,7.313
13834,29-06-2024,2:55:20,23.337,22.027,7.619,9.397,8.738,8.697,7.981,7.767,6.954,7.313
13835,29-06-2024,2:55:24,23.335,22.032,7.618,9.401,8.737,8.701,7.977,7.762,6.952,7.315
13836,29-06-2024,2:55:28,23.338,22.035,7.62,9.404,8.738,8.702,7.97,7.759,6.959,7.314
13837,29-06-2024,2:55:32,23.337,22.038,7.622,9.403,8.735,8.697,7.972,7.77,6.959,7.317
13838,29-06-2024,2:55:36,23.334,22.035,7.619,9.401,8.741,8.707,7.972,7.767,6.957,7.313
13839,29-06-2024,2:55:40,23.334,22.035,7.619,9.395,8.739,8.704,7.978,7.764,6.959,7.32
13840,29-06-2024,2:55:44,23.338,22.035,7.622,9.414,8.739,8.703,7.969,7.765,6.96,7.322
13841,29-06-2024,2:55:48,23.338,22.032,7.62,9.407,8.734,8.701,7.973,7.764,6.962,7.325
13842,29-06-2024,2:55:52,23.336,22.038,7.624,9.399,8.735,8.698,7.968,7.766,6.962,7.321
13843,29-06-2024,2:55:56,23.335,22.038,7.621,9.407,8.741,8.701,7.965,7.767,6.958,7.321
13844,29-06-2024,2:56:00,23.333,22.035,7.623,9.401,8.736,8.701,7.984,7.768,6.966,7.319
13845,29-06-2024,2:56:04,23.34,22.032,7.623,9.395,8.74,8.698,7.982,7.769,6.967,7.317
13846,29-06-2024,2:56:08,23.339,22.034,7.621,9.396,8.733,8.702,7.971,7.768,6.964,7.318
13847,29-06-2024,2:56:12,23.338,22.028,7.622,9.384,8.732,8.697,7.975,7.766,6.968,7.312
13848,29-06-2024,2:56:16,23.338,22.026,7.622,9.391,8.728,8.7,7.975,7.764,6.967,7.297
13849,29-06-2024,2:56:20,23.34,22.023,7.623,9.392,8.739,8.695,7.983,7.771,6.97,7.313
13850,29-06-2024,2:56:24,23.339,22.023,7.623,9.383,8.732,8.702,7.977,7.763,6.967,7.323
13851,29-06-2024,2:56:28,23.335,22.018,7.621,9.39,8.735,8.699,7.969,7.77,6.972,7.325
13852,29-06-2024,2:56:32,23.336,22.019,7.62,9.383,8.737,8.698,7.973,7.763,6.972,7.322
13853,29-06-2024,2:56:36,23.338,22.024,7.626,9.374,8.74,8.698,7.973,7.766,6.97,7.32
13854,29-06-2024,2:56:40,23.339,22.026,7.614,9.381,8.73,8.702,7.983,7.766,6.963,7.314
13855,29-06-2024,2:56:44,23.34,22.031,7.617,9.375,8.734,8.696,7.984,7.768,6.975,7.312
13856,29-06-2024,2:56:49,23.338,22.031,7.62,9.372,8.734,8.702,7.971,7.767,6.969,7.316
13857,29-06-2024,2:56:52,23.339,22.033,7.612,9.375,8.731,8.698,7.978,7.761,6.966,7.315
13858,29-06-2024,2:56:57,23.338,22.029,7.62,9.374,8.736,8.698,7.963,7.766,6.961,7.306
13859,29-06-2024,2:57:01,23.344,22.031,7.626,9.377,8.74,8.705,7.971,7.764,6.963,7.295
13860,29-06-2024,2:57:04,23.338,22.028,7.611,9.39,8.737,8.708,7.966,7.763,6.963,7.292
13861,29-06-2024,2:57:08,23.339,22.024,7.615,9.388,8.736,8.703,7.972,7.764,6.959,7.285
13862,29-06-2024,2:57:12,23.338,22.021,7.623,9.383,8.734,8.699,7.978,7.769,6.959,7.285
13863,29-06-2024,2:57:17,23.338,22.017,7.622,9.371,8.733,8.701,7.979,7.768,6.958,7.287
13864,29-06-2024,2:57:21,23.342,22.024,7.619,9.369,8.736,8.7,7.984,7.768,6.953,7.286
13865,29-06-2024,2:57:25,23.338,22.023,7.624,9.38,8.735,8.7,7.99,7.765,6.957,7.284
13866,29-06-2024,2:57:29,23.342,22.019,7.625,9.375,8.735,8.696,7.998,7.767,6.953,7.282
13867,29-06-2024,2:57:33,23.34,22.026,7.632,9.38,8.739,8.702,7.989,7.761,6.95,7.283
13868,29-06-2024,2:57:37,23.342,22.026,7.626,9.381,8.736,8.697,7.994,7.764,6.958,7.288
13869,29-06-2024,2:57:41,23.343,22.029,7.617,9.378,8.737,8.696,7.999,7.765,6.952,7.287
13870,29-06-2024,2:57:45,23.343,22.032,7.632,9.377,8.737,8.697,7.976,7.77,6.947,7.288
13871,29-06-2024,2:57:49,23.34,22.035,7.625,9.38,8.727,8.71,7.984,7.763,6.942,7.29
13872,29-06-2024,2:57:53,23.343,22.041,7.633,9.387,8.739,8.7,7.973,7.765,6.942,7.292
13873,29-06-2024,2:57:57,23.342,22.048,7.618,9.376,8.737,8.703,7.977,7.756,6.942,7.287
13874,29-06-2024,2:58:01,23.342,22.05,7.625,9.38,8.736,8.699,7.975,7.76,6.948,7.275
13875,29-06-2024,2:58:05,23.34,22.056,7.621,9.376,8.738,8.702,7.977,7.762,6.946,7.272
13876,29-06-2024,2:58:09,23.341,22.055,7.63,9.384,8.74,8.7,7.984,7.755,6.947,7.262
13877,29-06-2024,2:58:13,23.344,22.058,7.626,9.39,8.733,8.702,7.988,7.752,6.948,7.262
13878,29-06-2024,2:58:17,23.341,22.057,7.634,9.384,8.739,8.696,7.986,7.753,6.943,7.268
13879,29-06-2024,2:58:21,23.343,22.055,7.631,9.39,8.734,8.698,7.99,7.752,6.944,7.276
13880,29-06-2024,2:58:25,23.344,22.055,7.628,9.389,8.743,8.701,7.987,7.755,6.943,7.286
13881,29-06-2024,2:58:29,23.341,22.053,7.626,9.38,8.734,8.697,7.981,7.762,6.944,7.288
13882,29-06-2024,2:58:33,23.341,22.05,7.626,9.378,8.742,8.691,7.976,7.756,6.946,7.286
13883,29-06-2024,2:58:37,23.342,22.047,7.621,9.386,8.738,8.696,7.994,7.76,6.937,7.294
13884,29-06-2024,2:58:41,23.342,22.049,7.624,9.37,8.742,8.698,7.992,7.751,6.941,7.292
13885,29-06-2024,2:58:45,23.339,22.048,7.631,9.383,8.741,8.698,7.99,7.761,6.936,7.287
13886,29-06-2024,2:58:49,23.343,22.05,7.621,9.39,8.735,8.692,7.989,7.752,6.942,7.281
13887,29-06-2024,2:58:53,23.34,22.046,7.617,9.38,8.741,8.693,7.971,7.749,6.94,7.296
13888,29-06-2024,2:58:57,23.34,22.045,7.619,9.379,8.738,8.693,7.961,7.753,6.939,7.293
13889,29-06-2024,2:59:01,23.343,22.047,7.606,9.369,8.739,8.697,7.974,7.754,6.931,7.29
13890,29-06-2024,2:59:05,23.341,22.046,7.613,9.37,8.735,8.691,7.972,7.75,6.923,7.297
13891,29-06-2024,2:59:09,23.34,22.044,7.603,9.371,8.739,8.684,7.961,7.751,6.921,7.287
13892,29-06-2024,2:59:13,23.341,22.039,7.612,9.372,8.731,8.693,7.965,7.747,6.921,7.295
13893,29-06-2024,2:59:17,23.337,22.04,7.605,9.364,8.736,8.688,7.958,7.75,6.92,7.279
13894,29-06-2024,2:59:21,23.338,22.036,7.6,9.364,8.736,8.683,7.967,7.753,6.917,7.271
13895,29-06-2024,2:59:25,23.34,22.032,7.599,9.346,8.729,8.682,7.973,7.754,6.916,7.259
13896,29-06-2024,2:59:29,23.342,22.032,7.6,9.357,8.732,8.682,7.95,7.748,6.911,7.244
13897,29-06-2024,2:59:33,23.337,22.027,7.593,9.348,8.728,8.686,7.955,7.746,6.912,7.25
13898,29-06-2024,2:59:37,23.338,22.026,7.592,9.345,8.729,8.69,7.952,7.75,6.912,7.245
13899,29-06-2024,2:59:41,23.339,22.028,7.586,9.343,8.732,8.678,7.942,7.748,6.909,7.241
13900,29-06-2024,2:59:45,23.339,22.027,7.584,9.331,8.718,8.685,7.934,7.752,6.908,7.244
13901,29-06-2024,2:59:49,23.338,22.029,7.575,9.329,8.72,8.677,7.939,7.749,6.906,7.238
13902,29-06-2024,2:59:53,23.338,22.027,7.567,9.328,8.718,8.68,7.937,7.751,6.903,7.237
13903,29-06-2024,2:59:57,23.336,22.03,7.567,9.326,8.713,8.683,7.927,7.746,6.898,7.228
13904,29-06-2024,3:00:01,23.342,22.029,7.566,9.312,8.71,8.678,7.923,7.747,6.896,7.229
13905,29-06-2024,3:00:05,23.34,22.03,7.548,9.325,8.708,8.673,7.928,7.746,6.897,7.223
13906,29-06-2024,3:00:09,23.342,22.027,7.55,9.308,8.709,8.677,7.907,7.747,6.89,7.224
13907,29-06-2024,3:00:13,23.34,22.028,7.54,9.317,8.708,8.674,7.913,7.747,6.892,7.216
13908,29-06-2024,3:00:17,23.338,22.027,7.542,9.302,8.704,8.672,7.91,7.751,6.885,7.207
13909,29-06-2024,3:00:21,23.335,22.027,7.545,9.298,8.709,8.672,7.92,7.749,6.866,7.198
13910,29-06-2024,3:00:25,23.339,22.024,7.534,9.287,8.693,8.673,7.905,7.744,6.851,7.197
13911,29-06-2024,3:00:29,23.336,22.021,7.529,9.281,8.692,8.672,7.889,7.747,6.834,7.2
13912,29-06-2024,3:00:33,23.339,22.025,7.525,9.272,8.701,8.669,7.885,7.742,6.825,7.196
13913,29-06-2024,3:00:37,23.34,22.024,7.517,9.276,8.696,8.67,7.882,7.744,6.82,7.193
13914,29-06-2024,3:00:41,23.339,22.023,7.513,9.283,8.693,8.67,7.889,7.741,6.821,7.186
13915,29-06-2024,3:00:45,23.336,22.022,7.504,9.265,8.694,8.668,7.867,7.74,6.821,7.18
13916,29-06-2024,3:00:49,23.336,22.019,7.501,9.269,8.689,8.672,7.877,7.74,6.816,7.172
13917,29-06-2024,3:00:53,23.339,22.019,7.497,9.262,8.693,8.669,7.868,7.738,6.816,7.168
13918,29-06-2024,3:00:57,23.338,22.019,7.498,9.26,8.679,8.668,7.865,7.742,6.814,7.166
13919,29-06-2024,3:01:01,23.339,22.02,7.491,9.262,8.68,8.675,7.852,7.752,6.818,7.166
13920,29-06-2024,3:01:05,23.339,22.015,7.47,9.244,8.676,8.671,7.853,7.747,6.815,7.153
13921,29-06-2024,3:01:09,23.339,22.014,7.478,9.257,8.685,8.673,7.848,7.74,6.821,7.155
13922,29-06-2024,3:01:13,23.337,22.01,7.48,9.254,8.682,8.671,7.853,7.747,6.817,7.159
13923,29-06-2024,3:01:17,23.338,22.008,7.472,9.249,8.669,8.668,7.851,7.748,6.821,7.153
13924,29-06-2024,3:01:21,23.338,22.005,7.475,9.245,8.672,8.673,7.861,7.746,6.821,7.152
13925,29-06-2024,3:01:25,23.339,22.002,7.474,9.249,8.67,8.664,7.855,7.747,6.817,7.162
13926,29-06-2024,3:01:29,23.342,21.999,7.459,9.239,8.669,8.667,7.846,7.746,6.811,7.162
13927,29-06-2024,3:01:33,23.338,21.999,7.462,9.246,8.665,8.671,7.848,7.745,6.798,7.152
13928,29-06-2024,3:01:37,23.339,21.996,7.457,9.241,8.663,8.665,7.846,7.741,6.796,7.139
13929,29-06-2024,3:01:41,23.338,21.995,7.448,9.237,8.659,8.669,7.834,7.745,6.793,7.122
13930,29-06-2024,3:01:45,23.334,21.997,7.44,9.231,8.654,8.673,7.846,7.742,6.79,7.11
13931,29-06-2024,3:01:49,23.338,21.994,7.433,9.23,8.659,8.668,7.836,7.739,6.791,7.11
13932,29-06-2024,3:01:53,23.336,21.997,7.436,9.223,8.655,8.665,7.819,7.74,6.787,7.101
13933,29-06-2024,3:01:57,23.341,21.996,7.428,9.224,8.655,8.663,7.822,7.746,6.784,7.094
13934,29-06-2024,3:02:01,23.337,21.997,7.427,9.22,8.652,8.668,7.809,7.739,6.776,7.061
13935,29-06-2024,3:02:05,23.337,21.994,7.422,9.215,8.642,8.661,7.818,7.744,6.774,7.062
13936,29-06-2024,3:02:09,23.339,21.999,7.414,9.21,8.645,8.664,7.819,7.741,6.764,7.063
13937,29-06-2024,3:02:13,23.341,21.996,7.408,9.204,8.636,8.659,7.8,7.729,6.762,7.063
13938,29-06-2024,3:02:17,23.34,21.998,7.402,9.208,8.639,8.666,7.789,7.737,6.744,7.064
13939,29-06-2024,3:02:21,23.339,22,7.401,9.21,8.636,8.663,7.782,7.736,6.743,7.067
13940,29-06-2024,3:02:25,23.338,21.999,7.394,9.198,8.629,8.656,7.786,7.739,6.748,7.071
13941,29-06-2024,3:02:29,23.337,21.999,7.387,9.199,8.631,8.661,7.777,7.739,6.742,7.062
13942,29-06-2024,3:02:33,23.339,21.999,7.393,9.206,8.628,8.661,7.775,7.739,6.733,7.052
13943,29-06-2024,3:02:37,23.338,21.997,7.378,9.189,8.628,8.659,7.782,7.739,6.732,7.039
13944,29-06-2024,3:02:41,23.338,21.998,7.385,9.179,8.624,8.655,7.762,7.738,6.731,7.031
13945,29-06-2024,3:02:45,23.337,21.992,7.371,9.18,8.622,8.667,7.77,7.732,6.729,7.03
13946,29-06-2024,3:02:49,23.339,21.995,7.368,9.177,8.622,8.655,7.769,7.733,6.725,7.028
13947,29-06-2024,3:02:53,23.341,21.994,7.372,9.172,8.615,8.657,7.754,7.734,6.721,7.022
13948,29-06-2024,3:02:57,23.335,21.993,7.356,9.174,8.613,8.65,7.749,7.733,6.725,7.021
13949,29-06-2024,3:03:01,23.336,21.996,7.346,9.171,8.615,8.651,7.747,7.733,6.723,7.017
13950,29-06-2024,3:03:05,23.341,21.996,7.344,9.165,8.609,8.656,7.743,7.74,6.725,7.015
13951,29-06-2024,3:03:09,23.335,21.994,7.336,9.171,8.604,8.652,7.748,7.74,6.725,7.013
13952,29-06-2024,3:03:13,23.338,21.994,7.343,9.156,8.607,8.654,7.733,7.735,6.73,7.012
13953,29-06-2024,3:03:17,23.338,21.994,7.326,9.149,8.601,8.658,7.73,7.728,6.736,7.015
13954,29-06-2024,3:03:21,23.335,21.993,7.317,9.153,8.598,8.651,7.722,7.734,6.713,7.002
13955,29-06-2024,3:03:25,23.338,21.993,7.313,9.141,8.588,8.651,7.709,7.734,6.703,6.99
13956,29-06-2024,3:03:29,23.335,21.992,7.31,9.146,8.598,8.654,7.707,7.738,6.692,6.981
13957,29-06-2024,3:03:33,23.338,21.996,7.301,9.148,8.592,8.651,7.697,7.729,6.674,6.966
13958,29-06-2024,3:03:37,23.34,21.996,7.292,9.125,8.584,8.65,7.693,7.726,6.665,6.965
13959,29-06-2024,3:03:41,23.345,21.995,7.287,9.131,8.584,8.65,7.683,7.73,6.659,6.962
13960,29-06-2024,3:03:45,23.344,21.994,7.281,9.129,8.582,8.65,7.698,7.727,6.651,6.967
13961,29-06-2024,3:03:49,23.343,21.99,7.299,9.125,8.587,8.651,7.69,7.731,6.654,6.962
13962,29-06-2024,3:03:53,23.341,21.986,7.297,9.133,8.58,8.656,7.688,7.732,6.661,6.967
13963,29-06-2024,3:03:57,23.344,21.98,7.302,9.13,8.573,8.651,7.691,7.732,6.649,6.97
13964,29-06-2024,3:04:01,23.343,21.978,7.304,9.124,8.582,8.658,7.709,7.738,6.654,6.964
13965,29-06-2024,3:04:05,23.344,21.974,7.306,9.125,8.585,8.66,7.693,7.731,6.653,6.967
13966,29-06-2024,3:04:09,23.345,21.973,7.312,9.135,8.58,8.66,7.695,7.732,6.651,6.961
13967,29-06-2024,3:04:13,23.345,21.969,7.319,9.137,8.577,8.661,7.701,7.732,6.653,6.97
13968,29-06-2024,3:04:17,23.345,21.966,7.314,9.13,8.58,8.657,7.7,7.73,6.655,6.964
13969,29-06-2024,3:04:21,23.344,21.967,7.326,9.126,8.584,8.663,7.705,7.725,6.648,6.971
13970,29-06-2024,3:04:25,23.347,21.967,7.327,9.128,8.583,8.659,7.719,7.74,6.643,6.97
13971,29-06-2024,3:04:29,23.345,21.963,7.339,9.139,8.583,8.66,7.717,7.728,6.64,6.97
13972,29-06-2024,3:04:33,23.346,21.965,7.345,9.134,8.582,8.665,7.72,7.734,6.635,6.97
13973,29-06-2024,3:04:37,23.344,21.961,7.359,9.147,8.583,8.664,7.727,7.733,6.628,6.965
13974,29-06-2024,3:04:41,23.346,21.959,7.362,9.146,8.585,8.669,7.723,7.734,6.635,6.967
13975,29-06-2024,3:04:45,23.349,21.962,7.361,9.144,8.588,8.663,7.733,7.736,6.637,6.969
13976,29-06-2024,3:04:49,23.348,21.963,7.377,9.134,8.589,8.665,7.743,7.733,6.642,6.965
13977,29-06-2024,3:04:53,23.345,21.958,7.381,9.153,8.596,8.666,7.742,7.735,6.637,6.956
13978,29-06-2024,3:04:57,23.348,21.962,7.399,9.161,8.589,8.673,7.743,7.738,6.642,6.959
13979,29-06-2024,3:05:01,23.35,21.955,7.396,9.143,8.601,8.669,7.739,7.739,6.642,6.955
13980,29-06-2024,3:05:05,23.349,21.961,7.401,9.141,8.598,8.669,7.755,7.739,6.648,6.954
13981,29-06-2024,3:05:09,23.348,21.955,7.41,9.15,8.598,8.671,7.764,7.736,6.648,6.943
13982,29-06-2024,3:05:13,23.347,21.956,7.409,9.152,8.606,8.679,7.758,7.741,6.651,6.944
13983,29-06-2024,3:05:17,23.347,21.954,7.425,9.156,8.608,8.678,7.766,7.735,6.647,6.939
13984,29-06-2024,3:05:21,23.346,21.959,7.43,9.16,8.609,8.673,7.757,7.738,6.652,6.936
13985,29-06-2024,3:05:25,23.349,21.955,7.439,9.168,8.616,8.677,7.755,7.738,6.655,6.933
13986,29-06-2024,3:05:29,23.351,21.954,7.434,9.165,8.619,8.681,7.763,7.739,6.65,6.927
13987,29-06-2024,3:05:33,23.351,21.957,7.454,9.171,8.616,8.678,7.759,7.729,6.652,6.923
13988,29-06-2024,3:05:37,23.348,21.962,7.458,9.17,8.624,8.678,7.753,7.741,6.654,6.928
13989,29-06-2024,3:05:41,23.351,21.957,7.467,9.172,8.625,8.678,7.746,7.742,6.662,6.921
13990,29-06-2024,3:05:45,23.346,21.964,7.476,9.174,8.631,8.683,7.764,7.737,6.661,6.923
13991,29-06-2024,3:05:49,23.349,21.97,7.478,9.178,8.63,8.684,7.765,7.737,6.662,6.917
13992,29-06-2024,3:05:53,23.354,21.983,7.485,9.179,8.632,8.68,7.77,7.734,6.67,6.916
13993,29-06-2024,3:05:57,23.354,21.994,7.488,9.183,8.635,8.679,7.769,7.735,6.667,6.91
13994,29-06-2024,3:06:01,23.353,22.005,7.488,9.175,8.639,8.687,7.778,7.733,6.668,6.909
13995,29-06-2024,3:06:05,23.349,22.01,7.506,9.187,8.64,8.689,7.78,7.734,6.67,6.893
13996,29-06-2024,3:06:09,23.35,22.015,7.518,9.181,8.643,8.687,7.782,7.731,6.674,6.881
13997,29-06-2024,3:06:13,23.355,22.011,7.506,9.192,8.649,8.686,7.786,7.733,6.676,6.878
13998,29-06-2024,3:06:17,23.355,22.015,7.514,9.194,8.645,8.688,7.784,7.72,6.671,6.857
13999,29-06-2024,3:06:21,23.354,22.024,7.515,9.193,8.648,8.689,7.793,7.725,6.674,6.821
14000,29-06-2024,3:06:25,23.348,22.036,7.517,9.188,8.655,8.69,7.794,7.726,6.669,6.809
14001,29-06-2024,3:06:29,23.353,22.048,7.522,9.201,8.654,8.687,7.793,7.72,6.67,6.797
14002,29-06-2024,3:06:33,23.356,22.05,7.531,9.192,8.66,8.686,7.789,7.723,6.673,6.786
14003,29-06-2024,3:06:37,23.35,22.057,7.533,9.191,8.653,8.69,7.786,7.722,6.676,6.762
14004,29-06-2024,3:06:41,23.352,22.053,7.537,9.196,8.657,8.685,7.786,7.724,6.681,6.74
14005,29-06-2024,3:06:45,23.353,22.054,7.542,9.202,8.664,8.692,7.786,7.725,6.678,6.728
14006,29-06-2024,3:06:49,23.357,22.051,7.544,9.203,8.664,8.689,7.789,7.728,6.681,6.72
14007,29-06-2024,3:06:53,23.358,22.051,7.545,9.198,8.666,8.691,7.778,7.723,6.684,6.723
14008,29-06-2024,3:06:57,23.355,22.06,7.548,9.202,8.67,8.687,7.803,7.721,6.685,6.722
14009,29-06-2024,3:07:01,23.355,22.066,7.561,9.202,8.669,8.689,7.781,7.72,6.687,6.722
14010,29-06-2024,3:07:05,23.354,22.073,7.553,9.202,8.672,8.687,7.778,7.718,6.69,6.722
14011,29-06-2024,3:07:09,23.357,22.074,7.559,9.205,8.673,8.687,7.789,7.714,6.685,6.708
14012,29-06-2024,3:07:13,23.357,22.078,7.565,9.208,8.677,8.692,7.785,7.721,6.691,6.711
14013,29-06-2024,3:07:17,23.356,22.074,7.566,9.213,8.686,8.694,7.778,7.717,6.693,6.711
14014,29-06-2024,3:07:21,23.358,22.073,7.561,9.211,8.683,8.7,7.791,7.717,6.689,6.702
14015,29-06-2024,3:07:25,23.356,22.07,7.564,9.224,8.675,8.697,7.785,7.728,6.698,6.712
14016,29-06-2024,3:07:29,23.354,22.066,7.565,9.214,8.68,8.686,7.79,7.727,6.69,6.71
14017,29-06-2024,3:07:33,23.353,22.059,7.567,9.217,8.683,8.697,7.802,7.721,6.691,6.716
14018,29-06-2024,3:07:37,23.357,22.057,7.565,9.217,8.684,8.69,7.814,7.724,6.702,6.709
14019,29-06-2024,3:07:41,23.356,22.054,7.568,9.215,8.684,8.691,7.829,7.728,6.7,6.71
14020,29-06-2024,3:07:45,23.356,22.054,7.573,9.218,8.688,8.698,7.82,7.729,6.706,6.709
14021,29-06-2024,3:07:49,23.355,22.047,7.575,9.224,8.685,8.69,7.833,7.721,6.704,6.718
14022,29-06-2024,3:07:53,23.356,22.048,7.582,9.226,8.691,8.695,7.847,7.724,6.701,6.722
14023,29-06-2024,3:07:57,23.359,22.048,7.577,9.219,8.697,8.689,7.827,7.728,6.701,6.717
14024,29-06-2024,3:08:01,23.354,22.049,7.575,9.228,8.695,8.693,7.835,7.727,6.701,6.701
14025,29-06-2024,3:08:05,23.356,22.06,7.582,9.228,8.694,8.696,7.829,7.725,6.701,6.694
14026,29-06-2024,3:08:09,23.357,22.067,7.587,9.234,8.701,8.696,7.83,7.726,6.701,6.694
14027,29-06-2024,3:08:13,23.357,22.07,7.583,9.228,8.693,8.696,7.819,7.724,6.708,6.698
14028,29-06-2024,3:08:17,23.359,22.073,7.589,9.238,8.694,8.7,7.826,7.722,6.704,6.703
14029,29-06-2024,3:08:21,23.357,22.073,7.598,9.227,8.697,8.695,7.828,7.725,6.709,6.697
14030,29-06-2024,3:08:25,23.362,22.077,7.593,9.23,8.693,8.7,7.825,7.728,6.715,6.695
14031,29-06-2024,3:08:29,23.356,22.072,7.581,9.23,8.705,8.697,7.829,7.728,6.716,6.699
14032,29-06-2024,3:08:33,23.357,22.07,7.588,9.23,8.707,8.693,7.831,7.732,6.713,6.701
14033,29-06-2024,3:08:37,23.357,22.068,7.602,9.233,8.699,8.693,7.829,7.726,6.714,6.702
14034,29-06-2024,3:08:41,23.358,22.065,7.601,9.232,8.711,8.693,7.838,7.725,6.714,6.716
14035,29-06-2024,3:08:45,23.36,22.063,7.593,9.223,8.698,8.693,7.845,7.729,6.716,6.723
14036,29-06-2024,3:08:49,23.358,22.06,7.593,9.232,8.704,8.698,7.846,7.73,6.715,6.722
14037,29-06-2024,3:08:53,23.355,22.059,7.605,9.219,8.704,8.697,7.848,7.726,6.714,6.737
14038,29-06-2024,3:08:57,23.358,22.06,7.591,9.229,8.712,8.689,7.85,7.724,6.717,6.74
14039,29-06-2024,3:09:01,23.36,22.06,7.601,9.233,8.708,8.694,7.85,7.724,6.717,6.742
14040,29-06-2024,3:09:05,23.36,22.057,7.595,9.239,8.707,8.694,7.86,7.731,6.72,6.751
14041,29-06-2024,3:09:09,23.358,22.057,7.603,9.236,8.712,8.697,7.854,7.731,6.719,6.76
14042,29-06-2024,3:09:13,23.36,22.05,7.603,9.231,8.712,8.697,7.851,7.732,6.723,6.771
14043,29-06-2024,3:09:17,23.36,22.05,7.604,9.233,8.716,8.693,7.862,7.73,6.713,6.773
14044,29-06-2024,3:09:21,23.36,22.048,7.606,9.239,8.717,8.698,7.857,7.731,6.711,6.775
14045,29-06-2024,3:09:25,23.36,22.051,7.603,9.245,8.713,8.702,7.863,7.73,6.711,6.777
14046,29-06-2024,3:09:29,23.357,22.051,7.598,9.242,8.708,8.697,7.851,7.733,6.71,6.787
14047,29-06-2024,3:09:33,23.361,22.054,7.614,9.244,8.71,8.696,7.867,7.726,6.703,6.791
14048,29-06-2024,3:09:37,23.362,22.057,7.607,9.247,8.717,8.699,7.858,7.734,6.697,6.791
14049,29-06-2024,3:09:41,23.359,22.061,7.609,9.248,8.716,8.695,7.853,7.731,6.702,6.79
14050,29-06-2024,3:09:45,23.362,22.065,7.614,9.241,8.712,8.7,7.87,7.723,6.711,6.793
14051,29-06-2024,3:09:49,23.356,22.068,7.607,9.248,8.715,8.699,7.853,7.726,6.731,6.789
14052,29-06-2024,3:09:53,23.362,22.068,7.605,9.252,8.709,8.695,7.864,7.725,6.737,6.786
14053,29-06-2024,3:09:57,23.36,22.071,7.609,9.253,8.715,8.69,7.87,7.728,6.742,6.789
14054,29-06-2024,3:10:01,23.36,22.074,7.607,9.257,8.715,8.702,7.876,7.725,6.743,6.792
14055,29-06-2024,3:10:05,23.367,22.074,7.606,9.259,8.713,8.698,7.875,7.725,6.746,6.801
14056,29-06-2024,3:10:09,23.361,22.074,7.611,9.254,8.723,8.698,7.89,7.727,6.749,6.807
14057,29-06-2024,3:10:13,23.361,22.072,7.62,9.256,8.718,8.703,7.88,7.725,6.742,6.812
14058,29-06-2024,3:10:17,23.365,22.077,7.611,9.252,8.72,8.696,7.877,7.72,6.748,6.81
14059,29-06-2024,3:10:21,23.367,22.074,7.608,9.255,8.717,8.698,7.866,7.723,6.745,6.808
14060,29-06-2024,3:10:25,23.361,22.08,7.606,9.256,8.72,8.697,7.879,7.725,6.746,6.803
14061,29-06-2024,3:10:29,23.365,22.085,7.607,9.253,8.713,8.696,7.867,7.726,6.747,6.803
14062,29-06-2024,3:10:33,23.361,22.086,7.616,9.254,8.723,8.69,7.881,7.724,6.748,6.804
14063,29-06-2024,3:10:37,23.365,22.089,7.611,9.255,8.719,8.696,7.866,7.727,6.75,6.802
14064,29-06-2024,3:10:41,23.364,22.09,7.608,9.259,8.716,8.696,7.868,7.719,6.75,6.806
14065,29-06-2024,3:10:45,23.367,22.088,7.604,9.252,8.728,8.691,7.878,7.719,6.75,6.819
14066,29-06-2024,3:10:49,23.362,22.092,7.605,9.252,8.72,8.695,7.867,7.727,6.754,6.83
14067,29-06-2024,3:10:53,23.363,22.088,7.616,9.259,8.714,8.701,7.889,7.727,6.755,6.827
